MPN,Original MPN,Manufacturer,Customer Program,Demand Qty,Life Cycle Status,MPN Risk,BOM Line Risk,Current Projected Stock,Current Stock Levels,Current Min Lead Days,Current Max Lead Days,Current Report Date,In Astute Stock,Astute Stock Qty,All Customer Programs
"25YXF220M8X11.5","25YXF220M8X11.5","Rubycon","Edinburgh Instruments - Master BOM List",14,"OBS","HIGH","HIGH",0,"",7,7,"11/10/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"25YXF220M8X11.5","25YXF220M8X11.5","Rubycon","Edinburgh Instruments - Master BOM List",3,"OBS","HIGH","HIGH",0,"",7,7,"11/10/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"25YXF220M8X11.5","25YXF220M8X11.5","Rubycon","Edinburgh Instruments - Master BOM List",3,"OBS","HIGH","HIGH",0,"",7,7,"11/10/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"25ZT220M10X12.5","25ZT220M10X12.5","Rubycon","Kone - Lead time requirement",32500,"OBS","HIGH","HIGH",0,"None",175,197,"4/28/2025","NO",,"Kone - Lead time requirement"
"2600022-1","2600022-1","TE Connectivity","Market Test Connectors",2875,"EOL","HIGH","HIGH",0,"",365,365,"8/20/2025","NO",,"Market Test Connectors"
"293D105X9035B2T","293D105X9035B2T","Vishay / Sprague","Wabtec - 2025 Requirements",12100,"OBS","HIGH","HIGH",0,"",,,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"293D475X9050D2T","293D475X9050D2T","Vishay / Sprague","Wabtec - 2025 Requirements",2020,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"293D475X9050D2T","293D475X9050D2T","Vishay / Sprague","Wabtec - 2025 Requirements",356,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"2973603","2973603","Aptiv","Market Test Connectors",5586,"OBS","HIGH","HIGH",0,"",84,364,"7/2/2025","NO",,"Market Test Connectors"
"2KBP04M","2KBP04M","onsemi","Cobham Satcom Shortage",500,"OBS","HIGH","HIGH",0,"",154,154,"10/13/2025","NO",,"Cobham Satcom Shortage"
"2N3019","2N3019","Semicoa","Wabtec - 2025 Requirements",372,"OBS","HIGH","HIGH",0,"",56,693,"1/13/2026","NO",,"Wabtec - 2025 Requirements"
"2N3019","2N3019","Semicoa","Wabtec - 2025 Requirements",372,"OBS","HIGH","HIGH",0,"",56,693,"1/13/2026","NO",,"Wabtec - 2025 Requirements"
"2N6547","2N6547","STMicroelectronics","DE Customer Quotes - Euro",450,"OBS","HIGH","HIGH",0,"",66,255,"9/2/2025","NO",,"DE Customer Quotes - Euro"
"3-2176093-8","3-2176093-8","TE Connectivity","Pico - MPN list",1000,"NRND","HIGH","HIGH",0,"",101,204,"11/24/2025","NO",,"Pico - MPN list"
"30310-6002HB","30310-6002HB","3M","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",91,693,"12/4/2025","NO",,"AMS Neve - V2 18.06.2025"
"30310-6002HB","30310-6002HB","3M","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",91,693,"12/4/2025","NO",,"AMS Neve - V2 18.06.2025"
"30316-5002HB","30316-5002HB","3M","MKS Instruments - RFQ May 2025 - Priority 2",12,"OBS","HIGH","HIGH",0,"",22,22,"12/23/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 2"
"30BQ040TRPBF","30BQ040TR-PBF","Vishay","Asica - BOM Health",4,"OBS","HIGH","LOW",0,"",,,"8/18/2025","NO",,"Asica - BOM Health"
"31-481.036","31-481.036","EAO","AMS Neve - V2 18.06.2025",10000,"NRND","HIGH","HIGH",0,"",9,70,"11/20/2025","NO",,"AMS Neve - V2 18.06.2025"
"31-951.9","31-951.9","EAO","AMS Neve - V2 18.06.2025",10000,"NRND","HIGH","HIGH",0,"",70,84,"11/20/2025","NO",,"AMS Neve - V2 18.06.2025"
"322A012-100-0","322A012-100-0","TE Connectivity","Brown & Holmes - Hull BOM",148,"OBS","HIGH","HIGH",0,"",365,365,"11/20/2025","NO",,"Brown & Holmes - Hull BOM | Brown & Holmes - Turret BOM"
"322A012-100-0","322A012-100-0","TE Connectivity","Brown & Holmes - Turret BOM",148,"OBS","HIGH","HIGH",0,"",365,365,"11/20/2025","NO",,"Brown & Holmes - Hull BOM | Brown & Holmes - Turret BOM"
"336400000","336400000","Weidmuller","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",,,"1/13/2026","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"35USC6800MEFCSN22X35","35USC6800MEFCSN22X35","Rubycon","Tencell - Recent Purchases",600,"NRND","HIGH","HIGH",0,"",364,364,"11/20/2025","NO",,"Tencell - Recent Purchases"
"4-1734592-2","417345922","TE Connectivity","DE OT RFQ 2024",3000,"OBS","HIGH","HIGH",0,"",138,138,"11/19/2025","NO",,"DE OT RFQ 2024"
"400AX8.2MEFC10X9","400AX8.2MEFC10X9","RUBYCON","Note PPV File September 2024",18124,"NRND","HIGH","HIGH",0,"None",182,238,"1/4/2025","NO",,"Note PPV File September 2024"
"400AX8R2MEFC10X9","400AX8R2MEFC10X9","Rubycon","Note PPV File September 2024",18124,"NRND","HIGH","HIGH",0,"None",105,105,"4/15/2025","NO",,"Note PPV File September 2024"
"43.41.7.012.2000","43.41.7.012.2000","FINDER","BOM Request 28.01.2025",100,"OBS","HIGH","HIGH",0,"",190,190,"11/19/2025","NO",,"BOM Request 28.01.2025"
"43.41.7.024.2000","43.41.7.024.2000","FINDER","BOM Request 28.01.2025",200,"OBS","HIGH","HIGH",0,"",190,693,"11/19/2025","NO",,"BOM Request 28.01.2025"
"43.41.7.024.2000","43.41.7.024.2000","FINDER","BOM Request 28.01.2025",200,"OBS","HIGH","HIGH",0,"",42,693,"11/12/2025","NO",,"BOM Request 28.01.2025"
"440LS10","440LS10","Vishay","MKS Capacitor RFQ",8623,"OBS","HIGH","LOW",0,"None",,,"5/12/2025","NO",,"MKS Capacitor RFQ"
"44A0111-16-6","44A0111166","TE Connectivity","DE OT RFQ 2024",3000,"OBS","HIGH","HIGH",0,"",,,"8/27/2025","NO",,"DE OT RFQ 2024"
"44A0111-20-0","44A0111200","TE Connectivity","DE OT RFQ 2024",300,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"DE OT RFQ 2024"
"44A0111-20-0","44A0111200","TE Connectivity","DE OT RFQ 2024",300,"OBS","HIGH","HIGH",0,"None",175,175,"5/28/2025","NO",,"DE OT RFQ 2024"
"44A0111-20-34-US","44A0111203","TE Connectivity Raychem","DE OT RFQ 2024",50,"OBS","HIGH","HIGH",0,"",365,365,"12/3/2025","NO",,"DE OT RFQ 2024"
"44A0111-22-45-US","44A01112245","TE Connectivity Raychem","DE OT RFQ 2024",50,"OBS","HIGH","HIGH",0,"",365,365,"11/19/2025","NO",,"DE OT RFQ 2024"
"472720011","47272001","Molex","Circuit Solutions - BOM Health Check",1000,"OBS","HIGH","HIGH",0,"",154,154,"12/16/2025","NO",,"Circuit Solutions - BOM Health Check"
"49FCT3805DPYGI","49FCT3805DPYGI","Renesas Electronics","AMS Neve - V2 18.06.2025",10000,"EOL","HIGH","HIGH",0,"",84,114,"11/13/2025","NO",,"AMS Neve - V2 18.06.2025"
"49FCT805ASOG","49FCT805ASOG","Renesas Electronics","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",84,84,"7/3/2025","NO",,"AMS Neve - V2 18.06.2025"
"5-1634503-1","516345031","TE Connectivity","DE Customer Quotes - USD",500,"OBS","HIGH","HIGH",0,"None",5,364,"10/6/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes-USD"
"5-1634503-1","516345031","TE Connectivity","DE Customer Quotes-USD",500,"OBS","HIGH","HIGH",0,"None",5,364,"2/18/2025","NO",,"DE Customer Quotes - USD | DE Customer Quotes-USD"
"500R15N102JV4T","500R15N102JV4T","Johanson Dielectrics","HWM Component Tender File",94008,"OBS","HIGH","HIGH",0,"",66,218,"7/8/2025","NO",,"HWM Component Tender File"
"500R15N102JV4T","500R15N102JV4T","Johanson Dielectrics","HWM Component Tender File",94008,"OBS","HIGH","HIGH",0,"None",66,218,"6/3/2025","NO",,"HWM Component Tender File"
"5052742410","50527","Molex","MKS Instruments - RFQ May 2025 - Priority 1",20,"OBS","HIGH","HIGH",0,"",126,126,"11/11/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"5087","5087","ABB Installation Products","Pico - MPN list",1000,"OBS","HIGH","HIGH",0,"",5,365,"1/12/2026","NO",,"Pico - MPN list"
"50ML1MEFC4X5","50ML1MEFC4X5","Rubycon","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"None",119,119,"5/12/2025","NO",,"Sonardyne Master Active Part List"
"50MS510MEFC6.3X5","50MS510MEFC6.3X5","Rubycon","Axiom - Radio Detection BOM",130,"OBS","HIGH","HIGH",0,"",140,999,"10/16/2025","NO",,"Axiom - Radio Detection BOM | Sonardyne Master Active Part List"
"50MS510MEFC6.3X5","50MS510MEFC6.3X5","Rubycon","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",140,197,"6/23/2025","NO",,"Axiom - Radio Detection BOM | Sonardyne Master Active Part List"
"515D107M063CC6AE3","515D107M063CC6AE3","Vishay","MKS Capacitor RFQ",13,"OBS","HIGH","HIGH",0,"None",364,441,"5/12/2025","NO",,"MKS Capacitor RFQ"
"515D108M050EK6AE3","515D108M050EK6AE3","Vishay","MKS Capacitor RFQ",140,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"MKS Capacitor RFQ"
"517D107M025AA6AE3","517D107M025AA6AE3","Vishay","MKS Capacitor RFQ",12482,"OBS","HIGH","HIGH",0,"None",364,490,"6/9/2025","NO",,"MKS Capacitor RFQ"
"52892-2033","52892-2033","Molex","HWM Component Tender File",800,"OBS","HIGH","HIGH",0,"",60,60,"12/2/2025","NO",,"HWM Component Tender File"
"530250210","053025","Molex","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",154,154,"11/13/2025","NO",,"AMS Neve - V2 18.06.2025"
"530251110","053025","Molex","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",120,120,"10/9/2025","NO",,"AMS Neve - V2 18.06.2025"
"530640610","053064","Molex","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",365,365,"11/20/2025","NO",,"AMS Neve - V2 18.06.2025"
"530Z104KT10T","ATC530Z104KT10T","Kyocera AVX Components","RFQ 25.02.2025 - B25 Pasif",63000,"OBS","HIGH","HIGH",0,"",140,259,"11/6/2025","NO",,"RFQ 25.02.2025 - B25 Pasif"
"550-2307","550-2307","Dialight","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",365,365,"8/18/2025","NO",,"Sonardyne Master Active Part List"
"55358-5029","55358-5029","Molex","INGETEAM BOM Health Analysis",500,"OBS","HIGH","HIGH",0,"",273,273,"1/14/2026","NO",,"INGETEAM BOM Health Analysis"
"5AGXFA5H4F35I5N","5AGXFA5H4F35I5N","Altera","Holmes Circuit Design - Previous Sales",100,"OBS","HIGH","HIGH",0,"None",56,56,"6/9/2025","NO",,"Holmes Circuit Design - Previous Sales"
"6.3YXF2200MEFC12.5X20","6.3YXF2200MEFC12.5X20","Rubycon","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",210,210,"10/13/2025","NO",,"Sonardyne Master Active Part List"
"600L0R1AT200T\500","600L0R1AT200T5","Kyocera AVX Components","DE OT RFQ 2024",200,"OBS","HIGH","LOW",0,"",,,"7/30/2025","NO",,"DE OT RFQ 2024"
"60884-3","60884-3","TE Connectivity","CPJG - RFQ 04.04.2025",2400,"OBS","HIGH","HIGH",0,"",224,224,"11/24/2025","NO",,"CPJG - RFQ 04.04.2025"
"62430","62430","","Complete Obsolenscene Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"None",28,28,"4/30/2025","NO",,"Complete Obsolenscene Management (MBDACOMM2024)"
"625053-000","625053","TE Connectivity","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",365,365,"11/19/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"63385","063385","TE Connectivity Erni","Wabtec - 2025 Requirements",3712,"OBS","HIGH","HIGH",0,"",112,112,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"63LSQ6800MNB36X50","63LSQ6800MNB36X50","Rubycon","Havelsan Requirement",20,"OBS","HIGH","HIGH",0,"None",294,294,"5/5/2025","NO",,"Havelsan Requirement"
"65_SMA-50-0-1/111_NE","65_SMA-50-0-1/111_NE","HUBER+SUHNER","Complete Obsolescence Management (MBDACOMM2024)",1000,"EOL","HIGH","HIGH",0,"",49,103,"1/14/2026","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"65_SMA-50-0-1/111_NE","65_SMA-50-0-1/111_NE","Huber + Suhner AG","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",28,49,"9/24/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"687900000","687900000","Weidmuller","MKS Instruments - RFQ May 2025 - Priority 1",500,"OBS","HIGH","HIGH",0,"",66,66,"9/16/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"6A05","6A05","EIC Semiconductor","RFQ 26.02.2025",3000,"OBS","HIGH","MID",0,"",182,189,"11/19/2025","NO",,"RFQ 26.02.2025"
"6A05-T","6A05-T","Diodes Inc","RFQ 26.02.2025",3000,"OBS","HIGH","MID",0,"",182,182,"11/19/2025","NO",,"RFQ 26.02.2025"
"6A05-T","6A05-T","Diodes Inc","RFQ 26.02.2025",3000,"OBS","HIGH","MID",0,"",84,182,"11/12/2025","NO",,"RFQ 26.02.2025"
"7111000024","7111000024","Harting","DE OT RFQ 2024",3,"OBS","HIGH","HIGH",0,"None",,,"2/19/2025","NO",,"DE OT RFQ 2024"
"7201LA25J","7201LA25J","Renesas Electronics","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",,,"1/1/2026","NO",,"AMS Neve - V2 18.06.2025"
"74272722","74272722","Wurth Elektronik","Pico - MPN list",1000,"NRND","HIGH","HIGH",0,"",,,"12/15/2025","NO",,"Pico - MPN list"
"744786022","744786022","Wurth Elektronik","Electronic List for Prospection",500000,"OBS","HIGH","HIGH",0,"",,,"11/26/2025","NO",,"Electronic List for Prospection"
"74479773133","74479773133","Wurth Elektronik","Elite - EE - 2948",504,"OBS","HIGH","HIGH",0,"",105,151,"11/28/2025","NO",,"Elite - EE - 2948"
"74479773147","74479773147","Würth Elektronik","Elite - EE - 2948",504,"OBS","HIGH","HIGH",0,"",105,151,"7/4/2025","NO",,"Elite - EE - 2948"
"746288-4","746288-4","TE Connectivity","Wabtec - 2025 Requirements",188,"OBS","HIGH","HIGH",0,"",365,365,"11/11/2025","NO",,"Wabtec - 2025 Requirements"
"746288-4","746288-4","TE Connectivity","Wabtec - 2025 Requirements",188,"OBS","HIGH","HIGH",0,"None",365,365,"5/6/2025","NO",,"Wabtec - 2025 Requirements"
"74AC74SC","74AC74SC","onsemi","Wabtec - 2025 Requirements",149,"OBS","HIGH","HIGH",0,"",50,140,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"74ACT244M","74ACT244M","STMicroelectronics","Wabtec - 2025 Requirements",15510,"OBS","HIGH","LOW",0,"",,,"9/30/2025","NO",,"Wabtec - 2025 Requirements"
"74ACT244M","74ACT244M","STMicroelectronics","Wabtec - 2025 Requirements",15510,"OBS","HIGH","LOW",0,"",,,"9/30/2025","NO",,"Wabtec - 2025 Requirements"
"74ACT244M","74ACT244M","STMicroelectronics","Wabtec - 2025 Requirements",15510,"OBS","HIGH","LOW",0,"None",,,"3/18/2025","NO",,"Wabtec - 2025 Requirements"
"74ACT244M","74ACT244M","STMicroelectronics","Wabtec - 2025 Requirements",15510,"OBS","HIGH","LOW",0,"None",,,"3/18/2025","NO",,"Wabtec - 2025 Requirements"
"74ACT74PC","74ACT74PC","onsemi","Wabtec - 2025 Requirements",1364,"OBS","HIGH","HIGH",0,"",35,35,"9/30/2025","NO",,"Wabtec - 2025 Requirements"
"74AHC1G66GV","74AHC1G66GV","Nexperia","291-FIAN-101224",80000,"OBS","HIGH","HIGH",0,"None",,,"12/2/2025","NO",,"291-FIAN-101224"
"74FCT162646ATPVCT","74FCT162646ATPVCT","Texas Instruments","DE OT RFQ 2024",1000,"OBS","HIGH","HIGH",0,"",56,56,"10/15/2025","NO",,"DE OT RFQ 2024"
"74HC154PW","74HC154PW","Nexperia","QPE - CASC017",2,"OBS","HIGH","HIGH",0,"None",,,"5/29/2025","NO",,"QPE - CASC017"
"74HC30D","74HC30D","Nexperia","Kone - Lead time requirement",65000,"OBS","HIGH","HIGH",0,"None",,,"5/5/2025","NO",,"Kone - Lead time requirement"
"74LCX00TTR","74LCX00T","STMicroelectronics","Wabtec - 2025 Requirement",2500,"OBS","HIGH","LOW",0,"None",91,91,"1/4/2025","NO",,"Wabtec - 2025 Requirement"
"74LCX08TTR","74LCX08TTR","STMicroelectronics","Kone - Lead time requirement",15000,"OBS","HIGH","HIGH",0,"None",91,91,"7/4/2025","NO",,"Kone - Lead time requirement"
"74LCX245WMX","74LCX245WMX","ON Semiconductor","INGETEAM BOM Health Analysis",10000,"OBS","HIGH","HIGH",0,"",358,693,"7/16/2025","NO",,"INGETEAM BOM Health Analysis"
"74LCX573TTR","74LCX573TTR","STMicroelectronics","Wabtec - 2025 Requirements",225,"OBS","HIGH","LOW",0,"",,,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"74LVC1G00GV","74LVC1G00GV","Nexperia","Altium Library IC Components - HR Smith",1000,"OBS","HIGH","HIGH",0,"None",,,"9/4/2025","NO",,"Altium Library IC Components - HR Smith | Altium Library IC Components - HR Smith "
"74LVC1G00GV","74LVC1G00GV","Nexperia","Altium Library IC Components - HR Smith",1000,"OBS","HIGH","HIGH",0,"None",,,"9/4/2025","NO",,"Altium Library IC Components - HR Smith | Altium Library IC Components - HR Smith "
"74LVC1G00GV","74LVC1G00GV","Nexperia","Altium Library IC Components - HR Smith ",1000,"OBS","HIGH","HIGH",0,"",,,"12/6/2025","NO",,"Altium Library IC Components - HR Smith | Altium Library IC Components - HR Smith "
"74LVC1G00GV","74LVC1G00GV","Nexperia","Altium Library IC Components - HR Smith ",1000,"OBS","HIGH","HIGH",0,"",,,"12/6/2025","NO",,"Altium Library IC Components - HR Smith | Altium Library IC Components - HR Smith "
"74LVC244APW","74LVC244APW","Nexperia","Wabtec - 2025 Requirements",2500,"OBS","HIGH","HIGH",0,"",,,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"74LVC244APW","74LVC244APW","Nexperia","Wabtec - 2025 Requirements",2500,"OBS","HIGH","HIGH",0,"",,,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"74LVC2G241DCURG4","74LVC2G241","Texas Instruments","Petards - Innotrans",1,"OBS","HIGH","HIGH",0,"",42,42,"12/11/2025","NO",,"Petards - Innotrans"
"74LVX3245MTC","74LVX3245MTC","onsemi","Wabtec - 2025 Requirements",2070,"OBS","HIGH","HIGH",0,"",358,693,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"74LVXC3245MTC","74LVXC3245MTC","onsemi","Wabtec - 2025 Requirements",1440,"OBS","HIGH","HIGH",0,"",344,693,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"74LVXC3245WM","74LVXC3245WM","ON Semiconductor","INGETEAM BOM Health Analysis",5000,"OBS","HIGH","HIGH",0,"",63,63,"10/1/2025","NO",,"INGETEAM BOM Health Analysis | Wabtec - 2025 Requirements"
"74LVXC3245WM","74LVXC3245WM","onsemi","Wabtec - 2025 Requirements",786,"OBS","HIGH","LOW",0,"",63,63,"9/30/2025","NO",,"INGETEAM BOM Health Analysis | Wabtec - 2025 Requirements"
"785260001","785260001","Molex","Smart Electronics - VA 05 03 25",2406,"OBS","HIGH","HIGH",0,"None",126,329,"5/16/2025","NO",,"Smart Electronics - VA 05 03 25 | VA 260225"
"785260001","785260001","Molex","VA 260225",1881,"OBS","HIGH","HIGH",0,"None",126,329,"5/21/2025","NO",,"Smart Electronics - VA 05 03 25 | VA 260225"
"7864-0000PR","7864-0000PR","3M","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",91,116,"8/28/2025","NO",,"AMS Neve - V2 18.06.2025"
"79576-2102","79576-2102","Molex","Pico - MPN list",1000,"OBS","HIGH","HIGH",0,"",53,53,"11/24/2025","NO",,"Pico - MPN list"
"79758-0014","79758-0014","Molex","MKS Instruments - RFQ May 2025 - Priority 1",50,"EOL","HIGH","HIGH",0,"",,,"11/4/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"821575-1","821575-1","TE Connectivity / AMP","Wabtec - 2025 Requirements",167,"OBS","HIGH","HIGH",0,"",,,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"824013","824013","Wurth Elektronik","Elite - Bid 2949",1,"OBS","HIGH","HIGH",0,"",154,294,"12/19/2025","NO",,"Elite - Bid 2949"
"824013","824013","Wurth Elektronik","Elite - Bid 2949",1,"OBS","HIGH","HIGH",0,"",154,294,"9/26/2025","NO",,"Elite - Bid 2949"
"87543-8","87543-8","TE Connectivity","Wabtec - 2025 Requirements",262,"OBS","HIGH","HIGH",0,"",84,365,"9/30/2025","NO",,"Wabtec - 2025 Requirements"
"88E6063-C1-RCJ1I000","88E6063-C1-RCJ1I000","Marvell","Wabtec - 2025 Requirements",5940,"OBS","HIGH","HIGH",0,"",112,112,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"89809-8000","89809-8000","3M Electronic Solutions Division","MKS - Phase 1 Electronics",218,"OBS","HIGH","HIGH",0,"",,,"12/24/2025","NO",,"MKS - Phase 1 Electronics"
"89963-29","8996","Honeywell","Mine Arc Systems Component usage 2024",32,"OBS","HIGH","HIGH",0,"",28,28,"11/21/2025","NO",,"Mine Arc Systems Component usage 2024"
"8ES8-1AA21-0.50","8ES8-1AA21-0.50","3M","Axiom PPV",507,"OBS","HIGH","HIGH",0,"",105,238,"7/8/2025","NO",,"Axiom PPV"
"8ES8-1AA21-0.50","8ES8-1AA21-0.50","3M","Axiom PPV",507,"OBS","HIGH","HIGH",0,"None",105,105,"5/14/2025","NO",,"Axiom PPV"
"9013","9013K","Keystone Electronics","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",56,56,"9/24/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024)"
"9013","9013K","Keystone Electronics","Complete Obsolescene Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"None",56,56,"5/14/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024)"
"9174","9174","HK PORTER","1405321 Axon Laser Controller Assy",337.5,"OBS","HIGH","HIGH",0,"None",17,182,"4/23/2025","NO",,"1405321 Axon Laser Controller Assy"
"92 22 06","92 22 06","KNIPEX","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",7,60,"7/8/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"9260.NGWG.NV","9260.NGWG.NV","Intel","Ableton - BOM Health Check",10000,"OBS","HIGH","HIGH",0,"",,,"11/26/2025","NO",,"Ableton - BOM Health Check"
"929929-3","929929-3","TE Connectivity","WestWire MRP 17-17-24",100,"OBS","HIGH","HIGH",0,"",84,144,"7/7/2025","NO",,"WestWire MRP 17-17-24"
"9309107","930910","Honeywell","Cherrytech - RFQ 4040",1000,"OBS","HIGH","HIGH",0,"",365,365,"11/13/2025","NO",,"Cherrytech - RFQ 4040"
"95-313.000","95-313.000","EAO","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",70,70,"11/20/2025","NO",,"AMS Neve - V2 18.06.2025"
"95-703.720","95-703.720","EAO","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",60,60,"11/20/2025","NO",,"AMS Neve - V2 18.06.2025"
"9DB1233AGLF","9DB1233AGLF","Renesas Electronics","Atel - RFQ",24,"OBS","HIGH","HIGH",0,"",126,260,"8/25/2025","NO",,"Atel - RFQ"
"9DBL0641BKILF","9DBL0641BKILF","Renesas Electronics","DE OT RFQ 2024",1500,"OBS","HIGH","HIGH",0,"",126,126,"11/6/2025","NO",,"DE OT RFQ 2024"
"A2I25H060NR1","A2I25H060NR1","NXP","MW.FEP S.p.A. - High Runner",2274,"OBS","HIGH","HIGH",0,"",70,182,"11/6/2025","NO",,"MW.FEP S.p.A. - High Runner"
"A3966SLB-T","A3966SLB-T","Allegro MicroSystems","Advanced Project Tender - Actives",777,"OBS","HIGH","HIGH",0,"None",134,140,"5/1/2025","NO",,"Advanced Project Tender - Actives"
"A3G4250D","A3G4250D","STMicroelectronics","Wabtec - 2025 Requirements",230,"LTB","HIGH","HIGH",0,"",686,686,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"A3P1000-2PQG208I","A3P1000-2PQG208I","Microchip Technology","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",84,84,"9/15/2025","NO",,"Sonardyne Master Active Part List"
"AD390TD","AD390TD","Analog Devices","OME LNB Sourcing",18,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"OME LNB Sourcing"
"AD5310BRM","AD5310BRM","Analog Devices","BOM Health Request 03.12.2024",1000,"OBS","HIGH","LOW",0,"",56,56,"9/24/2025","NO",,"BOM Health Request 03.12.2024"
"AD5541","AD5541","Analog Devices","Pickering AD Usage",10,"OBS","HIGH","HIGH",0,"",,,"7/3/2025","NO",,"Pickering AD Usage"
"AD574AJN","AD574AJN","Analog Devices","Wabtec - 2025 Requirements",110,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"AD5764","AD5764","Analog Devices","MKS Instruments - RFQ May 2025 - Priority 2",5,"OBS","HIGH","HIGH",0,"",,,"7/1/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 2"
